engine_no,time_in_cycles,operational_setting_1,operational_setting_2,operational_setting_3,sensor_measurement_1,sensor_measurement_2,sensor_measurement_3,sensor_measurement_4,sensor_measurement_5,sensor_measurement_6,sensor_measurement_7,sensor_measurement_8,sensor_measurement_9,sensor_measurement_10,sensor_measurement_11,sensor_measurement_12,sensor_measurement_13,sensor_measurement_14,sensor_measurement_15,sensor_measurement_16,sensor_measurement_17,sensor_measurement_18,sensor_measurement_19,sensor_measurement_20,sensor_measurement_21,sensor_measurement_22,sensor_measurement_23
59,11,0.0005,-0.0001,100.0,518.67,642.21,1583.2,1404.76,14.62,21.61,554.57,2388.0,9049.98,1.3,47.14,522.15,2387.94,8135.85,8.3806,0.03,392,2388,100.0,39.03,23.4487,,
59,12,0.0011,-0.0001,100.0,518.67,642.63,1581.27,1395.08,14.62,21.61,554.47,2388.01,9054.86,1.3,47.04,522.45,2388.02,8139.12,8.3833,0.03,392,2388,100.0,38.98,23.4486,,
59,13,0.0043,-0.0002,100.0,518.67,641.96,1586.06,1397.83,14.62,21.61,554.75,2387.99,9058.86,1.3,46.99,522.15,2387.98,8140.48,8.3712,0.03,392,2388,100.0,38.92,23.5137,,
59,14,-0.0006,-0.0005,100.0,518.67,642.07,1581.3,1392.85,14.62,21.61,554.03,2388.03,9061.5,1.3,47.03,522.26,2388.02,8134.36,8.3657,0.03,390,2388,100.0,39.11,23.5179,,
59,15,-0.0045,-0.0003,100.0,518.67,642.06,1583.71,1395.08,14.62,21.61,554.7,2387.93,9059.47,1.3,47.12,523.06,2388.0,8136.23,8.4163,0.03,392,2388,100.0,39.08,23.4219,,
59,16,0.0014,-0.0002,100.0,518.67,641.94,1581.83,1403.74,14.62,21.61,554.99,2388.03,9053.85,1.3,47.16,522.08,2387.99,8141.52,8.4463,0.03,392,2388,100.0,39.08,23.4022,,
59,17,0.003,0.0004,100.0,518.67,641.61,1586.13,1397.73,14.62,21.61,554.8,2388.04,9063.44,1.3,47.25,522.39,2388.0,8143.47,8.4167,0.03,391,2388,100.0,38.96,23.4058,,
59,18,0.0007,0.0003,100.0,518.67,642.66,1582.76,1401.69,14.62,21.6,554.44,2387.98,9055.75,1.3,47.09,522.85,2387.96,8137.83,8.4325,0.03,391,2388,100.0,39.1,23.4539,,
59,19,0.0021,-0.0005,100.0,518.67,641.97,1586.95,1390.1,14.62,21.61,554.54,2388.0,9057.81,1.3,47.17,522.35,2387.97,8142.07,8.3961,0.03,390,2388,100.0,39.08,23.3528,,
59,20,-0.0019,0.0005,100.0,518.67,642.3,1584.6,1396.49,14.62,21.6,554.45,2387.98,9052.58,1.3,47.06,522.53,2388.03,8139.59,8.4255,0.03,391,2388,100.0,39.25,23.5442,,
59,21,-0.0002,0.0003,100.0,518.67,642.3,1581.47,1399.84,14.62,21.61,554.76,2387.95,9058.96,1.3,47.15,522.35,2388.04,8137.05,8.3814,0.03,390,2388,100.0,39.18,23.4255,,
59,22,-0.0023,-0.0003,100.0,518.67,642.31,1591.06,1398.76,14.62,21.61,554.75,2387.99,9058.43,1.3,47.09,522.96,2387.99,8137.92,8.4299,0.03,391,2388,100.0,39.15,23.5255,,
59,23,-0.0009,0.0002,100.0,518.67,642.2,1585.82,1397.61,14.62,21.61,554.91,2388.01,9058.4,1.3,47.03,522.9,2387.99,8141.08,8.3634,0.03,392,2388,100.0,39.2,23.3611,,
59,24,-0.0015,0.0001,100.0,518.67,642.41,1581.11,1398.28,14.62,21.61,555.24,2388.01,9055.94,1.3,47.46,522.53,2387.98,8138.81,8.4076,0.03,390,2388,100.0,39.15,23.4705,,
59,25,-0.0031,0.0002,100.0,518.67,642.22,1579.22,1402.15,14.62,21.61,555.16,2388.01,9051.53,1.3,47.19,522.27,2387.96,8139.97,8.3888,0.03,391,2388,100.0,39.09,23.3908,,
59,26,0.0012,-0.0004,100.0,518.67,642.14,1592.32,1392.7,14.62,21.61,554.58,2388.03,9061.38,1.3,47.13,522.3,2388.04,8140.34,8.3785,0.03,392,2388,100.0,39.07,23.5365,,
59,27,0.0021,-0.0005,100.0,518.67,642.08,1587.53,1396.91,14.62,21.61,553.97,2388.03,9051.92,1.3,47.14,522.89,2388.0,8133.63,8.3792,0.03,390,2388,100.0,38.98,23.3086,,
59,28,0.002,0.0001,100.0,518.67,642.07,1580.79,1393.16,14.62,21.61,555.01,2387.97,9051.83,1.3,47.3,522.45,2388.02,8139.29,8.4047,0.03,392,2388,100.0,39.27,23.3488,,
59,29,-0.003,-0.0004,100.0,518.67,642.86,1584.38,1399.44,14.62,21.61,554.69,2388.01,9060.54,1.3,47.1,521.93,2387.98,8140.16,8.4304,0.03,392,2388,100.0,39.15,23.2982,,
59,30,-0.0029,0.0004,100.0,518.67,642.12,1576.66,1399.97,14.62,21.61,554.42,2387.97,9052.83,1.3,47.06,522.7,2387.95,8138.1,8.3812,0.03,392,2388,100.0,38.97,23.3897,,
59,31,0.0015,-0.0003,100.0,518.67,642.0,1589.11,1395.91,14.62,21.6,554.56,2388.01,9058.0,1.3,47.09,522.53,2388.07,8143.7,8.381,0.03,391,2388,100.0,38.91,23.4557,,
59,32,0.0039,0.0003,100.0,518.67,641.73,1581.49,1396.72,14.62,21.61,554.81,2388.04,9051.29,1.3,47.13,522.38,2388.02,8132.43,8.3773,0.03,391,2388,100.0,39.04,23.5383,,
59,33,-0.0002,0.0,100.0,518.67,642.33,1585.08,1395.03,14.62,21.61,554.78,2388.02,9057.88,1.3,47.24,522.46,2387.97,8134.83,8.3886,0.03,391,2388,100.0,39.09,23.382,,
59,34,0.0014,0.0005,100.0,518.67,642.08,1583.01,1392.14,14.62,21.6,554.48,2388.02,9061.14,1.3,47.1,522.31,2388.04,8134.0,8.4044,0.03,391,2388,100.0,39.1,23.4074,,
59,35,-0.0042,0.0004,100.0,518.67,641.95,1579.09,1397.35,14.62,21.61,554.32,2387.97,9060.9,1.3,47.02,522.67,2388.07,8143.61,8.3856,0.03,391,2388,100.0,39.13,23.3904,,
59,36,0.0019,0.0003,100.0,518.67,641.95,1589.87,1396.41,14.62,21.61,555.29,2387.96,9064.12,1.3,47.02,522.26,2388.0,8138.28,8.4135,0.03,390,2388,100.0,38.97,23.4566,,
59,37,0.0006,-0.0001,100.0,518.67,642.42,1577.67,1398.99,14.62,21.61,554.49,2387.98,9056.82,1.3,47.17,522.01,2388.06,8134.09,8.3613,0.03,392,2388,100.0,38.95,23.3906,,
59,38,-0.0028,0.0005,100.0,518.67,642.31,1582.94,1391.74,14.62,21.61,555.02,2388.05,9051.53,1.3,47.26,522.9,2388.02,8136.93,8.3705,0.03,392,2388,100.0,39.04,23.4085,,
59,39,0.0034,0.0004,100.0,518.67,642.14,1587.79,1397.2,14.62,21.61,553.67,2388.01,9060.96,1.3,47.2,522.43,2388.0,8139.41,8.395,0.03,391,2388,100.0,39.13,23.3136,,
59,40,0.0025,-0.0001,100.0,518.67,641.67,1580.34,1398.95,14.62,21.61,554.49,2388.08,9057.36,1.3,47.16,522.59,2388.04,8138.98,8.3846,0.03,391,2388,100.0,39.25,23.3541,,
59,41,0.0008,-0.0004,100.0,518.67,642.37,1576.02,1400.48,14.62,21.61,554.75,2388.01,9052.35,1.3,47.05,522.48,2388.03,8137.78,8.4202,0.03,391,2388,100.0,39.25,23.5002,,
59,42,0.0035,0.0002,100.0,518.67,642.06,1588.54,1394.96,14.62,21.61,554.65,2387.99,9053.16,1.3,47.38,522.34,2387.99,8139.02,8.3533,0.03,391,2388,100.0,39.01,23.3713,,
59,43,0.0012,-0.0004,100.0,518.67,642.21,1576.53,1399.68,14.62,21.61,554.06,2388.01,9049.78,1.3,47.26,522.43,2387.97,8144.32,8.373,0.03,392,2388,100.0,38.93,23.5115,,
59,44,-0.0005,0.0005,100.0,518.67,641.72,1590.2,1400.09,14.62,21.6,553.94,2388.03,9055.95,1.3,47.17,522.35,2387.99,8142.0,8.4216,0.03,392,2388,100.0,38.94,23.3515,,
59,45,0.0024,0.0004,100.0,518.67,642.56,1578.99,1403.09,14.62,21.61,555.6,2387.96,9060.77,1.3,47.02,523.21,2387.96,8135.25,8.4064,0.03,391,2388,100.0,38.99,23.405,,
59,46,0.0018,0.0,100.0,518.67,642.18,1580.76,1394.89,14.62,21.61,554.17,2388.04,9052.97,1.3,47.21,522.78,2387.98,8135.86,8.4075,0.03,392,2388,100.0,39.09,23.4232,,
59,47,0.0016,0.0003,100.0,518.67,642.24,1582.66,1405.06,14.62,21.61,553.64,2388.0,9057.58,1.3,47.1,522.82,2388.03,8137.94,8.3928,0.03,392,2388,100.0,39.0,23.4924,,
59,48,-0.0001,0.0005,100.0,518.67,641.5,1588.83,1394.15,14.62,21.61,553.94,2388.01,9055.14,1.3,47.27,522.16,2387.97,8135.83,8.4216,0.03,393,2388,100.0,39.11,23.4603,,
59,49,-0.0017,0.0004,100.0,518.67,642.28,1583.82,1397.94,14.62,21.61,554.61,2387.99,9058.71,1.3,47.2,522.17,2387.98,8142.06,8.3839,0.03,391,2388,100.0,39.12,23.3419,,
59,50,0.0032,-0.0,100.0,518.67,642.3,1588.59,1393.23,14.62,21.61,554.87,2388.0,9055.62,1.3,47.2,522.44,2387.99,8141.81,8.4101,0.03,392,2388,100.0,39.1,23.5059,,
59,51,-0.0,-0.0004,100.0,518.67,641.72,1586.51,1403.8,14.62,21.61,554.6,2388.01,9058.5,1.3,47.11,522.39,2388.03,8140.26,8.4025,0.03,392,2388,100.0,39.07,23.5007,,
59,52,-0.0001,0.0004,100.0,518.67,642.11,1578.19,1403.12,14.62,21.61,555.22,2388.04,9058.89,1.3,47.15,522.48,2387.96,8138.77,8.4008,0.03,391,2388,100.0,39.16,23.4569,,
59,53,-0.0008,0.0004,100.0,518.67,642.21,1581.66,1396.66,14.62,21.61,554.36,2387.99,9056.56,1.3,47.21,522.14,2388.0,8143.23,8.3953,0.03,391,2388,100.0,38.97,23.3741,,
59,54,-0.0022,-0.0003,100.0,518.67,641.88,1582.06,1396.12,14.62,21.61,554.52,2388.04,9054.54,1.3,47.03,522.62,2387.97,8143.92,8.4257,0.03,392,2388,100.0,39.16,23.3291,,
59,55,0.0045,0.0001,100.0,518.67,642.1,1582.29,1396.88,14.62,21.61,553.64,2388.0,9054.54,1.3,47.08,522.38,2388.0,8137.37,8.4241,0.03,390,2388,100.0,39.12,23.4798,,
59,56,0.0028,0.0002,100.0,518.67,641.82,1582.02,1390.76,14.62,21.61,554.23,2387.99,9048.69,1.3,47.23,522.32,2388.06,8137.7,8.3613,0.03,392,2388,100.0,39.05,23.436,,
59,57,-0.0004,0.0005,100.0,518.67,642.16,1577.69,1398.25,14.62,21.61,555.09,2388.0,9061.92,1.3,47.23,522.48,2388.0,8136.56,8.3963,0.03,392,2388,100.0,39.11,23.4128,,
59,58,0.0009,-0.0002,100.0,518.67,642.25,1584.98,1403.11,14.62,21.61,555.15,2388.02,9053.93,1.3,47.25,522.61,2387.95,8142.66,8.3839,0.03,393,2388,100.0,39.02,23.5089,,
59,59,-0.0008,-0.0004,100.0,518.67,641.74,1581.71,1395.81,14.62,21.61,554.5,2387.97,9058.97,1.3,47.06,522.82,2388.0,8142.15,8.3883,0.03,393,2388,100.0,39.09,23.5788,,
59,60,0.0011,-0.0003,100.0,518.67,642.53,1576.88,1394.22,14.62,21.61,554.77,2387.97,9054.1,1.3,47.11,522.42,2388.0,8135.0,8.3693,0.03,391,2388,100.0,39.12,23.4605,,
59,61,-0.0015,0.0005,100.0,518.67,642.15,1582.39,1401.4,14.62,21.61,553.97,2387.99,9045.61,1.3,47.16,522.15,2387.98,8140.4,8.3743,0.03,392,2388,100.0,39.06,23.3362,,
59,62,0.0037,-0.0002,100.0,518.67,641.91,1581.23,1394.37,14.62,21.61,554.42,2388.02,9059.2,1.3,47.22,522.47,2388.0,8139.56,8.3859,0.03,392,2388,100.0,39.1,23.3653,,
59,63,0.0026,0.0001,100.0,518.67,642.1,1580.94,1400.24,14.62,21.61,555.04,2387.96,9055.16,1.3,47.08,521.99,2388.06,8137.39,8.3803,0.03,391,2388,100.0,38.86,23.5182,,
59,64,0.0005,0.0002,100.0,518.67,642.38,1586.79,1401.39,14.62,21.61,555.72,2388.04,9057.28,1.3,47.0,521.99,2388.03,8140.18,8.4031,0.03,390,2388,100.0,39.05,23.4975,,
59,65,0.0026,0.0005,100.0,518.67,641.61,1585.98,1398.05,14.62,21.61,554.57,2388.02,9053.58,1.3,47.29,522.16,2388.0,8141.63,8.3886,0.03,392,2388,100.0,39.11,23.346,,
59,66,-0.0001,-0.0005,100.0,518.67,642.01,1584.5,1402.64,14.62,21.61,554.79,2388.06,9054.42,1.3,47.11,522.35,2388.02,8137.54,8.3982,0.03,392,2388,100.0,39.09,23.4249,,
59,67,0.0011,-0.0,100.0,518.67,641.7,1583.79,1393.19,14.62,21.61,554.03,2388.06,9059.25,1.3,47.23,522.16,2388.04,8135.64,8.3752,0.03,391,2388,100.0,39.05,23.4128,,
59,68,0.0033,0.0001,100.0,518.67,642.17,1588.73,1402.06,14.62,21.61,554.66,2388.01,9051.79,1.3,47.15,522.4,2388.02,8138.24,8.4037,0.03,390,2388,100.0,39.04,23.369,,
59,69,-0.0008,-0.0002,100.0,518.67,642.09,1578.97,1401.98,14.62,21.61,554.26,2388.08,9056.86,1.3,47.47,522.11,2387.95,8140.01,8.3892,0.03,390,2388,100.0,38.91,23.3614,,
59,70,-0.001,0.0005,100.0,518.67,642.09,1580.28,1400.71,14.62,21.61,553.66,2388.01,9054.67,1.3,47.07,522.73,2387.98,8138.23,8.3928,0.03,391,2388,100.0,38.73,23.4732,,
59,71,0.0012,-0.0004,100.0,518.67,642.57,1580.08,1395.4,14.62,21.61,554.14,2388.03,9055.19,1.3,47.11,522.13,2388.04,8140.6,8.3818,0.03,390,2388,100.0,38.98,23.4276,,
59,72,0.0013,-0.0004,100.0,518.67,642.16,1582.33,1395.67,14.62,21.61,555.04,2388.01,9060.79,1.3,47.24,522.26,2388.01,8132.05,8.4383,0.03,393,2388,100.0,38.95,23.4486,,
59,73,0.0008,-0.0001,100.0,518.67,642.27,1583.8,1393.46,14.62,21.61,554.56,2388.03,9053.29,1.3,47.32,521.67,2388.01,8140.39,8.4184,0.03,392,2388,100.0,39.09,23.407,,
59,74,-0.0031,0.0001,100.0,518.67,641.79,1587.15,1397.83,14.62,21.61,554.98,2388.0,9048.75,1.3,47.14,522.34,2388.02,8141.35,8.3826,0.03,391,2388,100.0,38.98,23.389,,
59,75,0.0001,0.0001,100.0,518.67,642.12,1588.22,1396.13,14.62,21.61,554.38,2388.06,9061.48,1.3,47.22,522.21,2387.97,8139.22,8.4326,0.03,390,2388,100.0,38.94,23.4274,,
59,76,-0.004,0.0003,100.0,518.67,642.33,1581.5,1396.22,14.62,21.61,554.28,2388.02,9056.93,1.3,47.28,522.19,2388.02,8139.33,8.3942,0.03,392,2388,100.0,39.02,23.4053,,
59,77,-0.0011,0.0002,100.0,518.67,643.13,1592.05,1402.18,14.62,21.61,554.5,2388.05,9053.78,1.3,47.29,521.56,2387.97,8139.26,8.4399,0.03,392,2388,100.0,39.05,23.4276,,
59,78,-0.0025,-0.0005,100.0,518.67,642.15,1591.32,1400.52,14.62,21.6,553.86,2388.03,9052.12,1.3,47.14,521.94,2388.01,8133.84,8.4258,0.03,392,2388,100.0,39.14,23.3966,,
59,79,-0.0009,-0.0003,100.0,518.67,642.35,1585.13,1406.59,14.62,21.6,553.73,2388.02,9066.28,1.3,47.19,522.28,2387.99,8139.15,8.3441,0.03,389,2388,100.0,39.19,23.4185,,
59,80,-0.0016,0.0001,100.0,518.67,641.94,1589.03,1393.59,14.62,21.61,554.57,2388.06,9055.74,1.3,47.44,522.48,2388.02,8138.49,8.3854,0.03,392,2388,100.0,38.94,23.3962,,
59,81,0.0006,-0.0,100.0,518.67,642.4,1587.41,1397.92,14.62,21.61,553.76,2388.01,9057.15,1.3,47.24,522.5,2388.01,8136.81,8.3637,0.03,392,2388,100.0,39.13,23.3202,,
59,82,0.0033,-0.0,100.0,518.67,642.65,1585.02,1393.85,14.62,21.61,554.24,2388.04,9060.18,1.3,47.31,522.24,2388.05,8141.68,8.3939,0.03,392,2388,100.0,38.98,23.4273,,
59,83,0.0026,0.0002,100.0,518.67,642.43,1583.33,1397.74,14.62,21.6,554.23,2387.97,9056.27,1.3,47.29,522.54,2388.0,8139.35,8.3727,0.03,393,2388,100.0,39.09,23.418,,
59,84,0.0013,0.0001,100.0,518.67,642.28,1587.74,1398.63,14.62,21.6,554.54,2388.02,9059.56,1.3,47.29,522.42,2388.0,8135.48,8.4095,0.03,392,2388,100.0,39.13,23.3553,,
59,85,-0.0001,-0.0001,100.0,518.67,641.92,1583.53,1395.25,14.62,21.61,554.32,2387.96,9057.2,1.3,47.17,521.84,2388.02,8137.2,8.3817,0.03,393,2388,100.0,38.99,23.3983,,
59,86,-0.0009,0.0003,100.0,518.67,641.95,1589.08,1394.79,14.62,21.61,554.12,2387.99,9056.48,1.3,47.33,522.25,2388.11,8138.67,8.428,0.03,391,2388,100.0,39.11,23.4579,,
59,87,-0.0005,-0.0001,100.0,518.67,641.93,1584.3,1402.08,14.62,21.61,554.6,2388.01,9054.01,1.3,47.31,521.77,2388.05,8140.65,8.3677,0.03,391,2388,100.0,39.06,23.3425,,
59,88,0.0024,0.0004,100.0,518.67,642.15,1582.89,1393.39,14.62,21.61,553.87,2388.05,9055.67,1.3,47.28,522.25,2388.02,8145.0,8.4089,0.03,393,2388,100.0,39.0,23.3807,,
59,89,-0.0009,-0.0,100.0,518.67,642.4,1586.9,1404.24,14.62,21.61,554.7,2388.0,9060.04,1.3,47.25,521.93,2388.02,8139.02,8.4223,0.03,391,2388,100.0,38.83,23.37,,
59,90,-0.001,0.0003,100.0,518.67,642.49,1586.55,1400.05,14.62,21.61,554.13,2388.05,9057.55,1.3,47.06,522.09,2388.06,8138.67,8.376,0.03,392,2388,100.0,38.88,23.3533,,
59,91,0.0011,-0.0003,100.0,518.67,642.42,1584.92,1391.79,14.62,21.61,553.66,2388.03,9060.71,1.3,47.43,522.1,2388.04,8137.81,8.4097,0.03,391,2388,100.0,38.89,23.3571,,
59,92,-0.001,0.0002,100.0,518.67,642.03,1579.32,1402.74,14.62,21.61,554.51,2388.05,9052.27,1.3,47.15,522.03,2388.06,8136.18,8.4194,0.03,390,2388,100.0,38.89,23.4079,,
59,93,-0.0003,0.0003,100.0,518.67,642.0,1581.74,1394.85,14.62,21.61,553.66,2388.04,9058.45,1.3,47.04,522.23,2388.01,8140.7,8.3955,0.03,391,2388,100.0,38.98,23.3652,,
59,94,-0.0004,-0.0001,100.0,518.67,642.06,1587.69,1407.8,14.62,21.61,554.28,2388.03,9060.3,1.3,47.23,522.1,2388.03,8139.1,8.4026,0.03,391,2388,100.0,38.98,23.345,,
59,95,0.0028,0.0005,100.0,518.67,641.94,1585.28,1395.97,14.62,21.61,553.71,2387.99,9058.05,1.3,47.1,522.08,2388.07,8138.61,8.4225,0.03,392,2388,100.0,38.92,23.4669,,
59,96,-0.0028,-0.0004,100.0,518.67,641.61,1587.45,1398.66,14.62,21.61,554.38,2388.05,9056.44,1.3,47.22,522.06,2388.03,8138.66,8.4282,0.03,392,2388,100.0,38.86,23.4697,,
59,97,-0.0019,-0.0001,100.0,518.67,642.58,1584.78,1394.47,14.62,21.61,554.65,2388.01,9061.6,1.3,47.18,522.54,2388.05,8137.53,8.3752,0.03,392,2388,100.0,39.02,23.3965,,
59,98,-0.0036,0.0,100.0,518.67,642.25,1579.39,1402.71,14.62,21.61,554.63,2388.0,9057.98,1.3,47.4,523.1,2388.04,8141.82,8.3971,0.03,392,2388,100.0,38.94,23.3537,,
59,99,-0.003,0.0003,100.0,518.67,642.37,1583.53,1406.1,14.62,21.61,554.27,2388.06,9060.04,1.3,47.29,521.88,2388.07,8135.75,8.3866,0.03,392,2388,100.0,38.99,23.4044,,
59,100,0.001,-0.0001,100.0,518.67,641.94,1584.45,1399.26,14.62,21.61,554.32,2388.01,9046.96,1.3,47.35,522.11,2388.03,8136.99,8.4118,0.03,393,2388,100.0,39.09,23.338,,
59,101,-0.0034,-0.0003,100.0,518.67,642.44,1584.1,1398.93,14.62,21.61,554.29,2388.03,9055.8,1.3,47.24,522.27,2388.05,8142.29,8.3885,0.03,393,2388,100.0,39.0,23.3741,,
59,102,0.0018,0.0004,100.0,518.67,642.26,1581.25,1406.74,14.62,21.61,553.84,2388.03,9057.9,1.3,47.32,522.0,2388.08,8140.5,8.3927,0.03,390,2388,100.0,39.07,23.405,,
59,103,0.0009,0.0,100.0,518.67,642.35,1582.53,1398.99,14.62,21.61,554.64,2388.05,9064.58,1.3,47.28,522.5,2387.99,8141.88,8.4075,0.03,392,2388,100.0,39.05,23.3689,,
59,104,0.0004,-0.0002,100.0,518.67,642.6,1580.21,1399.9,14.62,21.61,553.7,2388.01,9052.35,1.3,47.32,521.84,2388.04,8141.54,8.4213,0.03,391,2388,100.0,39.04,23.4089,,
59,105,0.0029,0.0002,100.0,518.67,642.27,1591.08,1400.27,14.62,21.61,554.98,2388.0,9061.12,1.3,47.28,522.5,2388.03,8137.32,8.4016,0.03,390,2388,100.0,39.05,23.3102,,
59,106,0.0016,-0.0003,100.0,518.67,642.28,1589.22,1399.77,14.62,21.61,554.68,2387.95,9061.44,1.3,47.39,522.16,2388.07,8142.11,8.392,0.03,392,2388,100.0,38.96,23.4016,,
59,107,0.0009,-0.0002,100.0,518.67,642.47,1583.82,1408.93,14.62,21.61,554.8,2388.01,9054.88,1.3,47.22,522.27,2388.02,8137.58,8.4133,0.03,393,2388,100.0,38.92,23.333,,
59,108,0.0038,0.0004,100.0,518.67,642.38,1590.34,1404.71,14.62,21.61,554.35,2388.05,9059.49,1.3,47.18,522.57,2388.06,8140.03,8.4295,0.03,391,2388,100.0,38.87,23.4768,,
59,109,0.0007,-0.0001,100.0,518.67,642.68,1576.42,1394.53,14.62,21.61,554.47,2388.03,9057.15,1.3,47.18,522.12,2388.0,8135.83,8.3987,0.03,391,2388,100.0,38.9,23.4865,,
59,110,-0.0019,0.0005,100.0,518.67,641.96,1591.02,1399.34,14.62,21.61,554.21,2388.04,9055.48,1.3,47.22,522.28,2388.06,8144.9,8.4069,0.03,393,2388,100.0,39.11,23.3104,,
59,111,0.0044,-0.0002,100.0,518.67,642.45,1587.74,1398.46,14.62,21.61,553.94,2388.02,9064.64,1.3,47.2,521.98,2388.03,8150.6,8.3813,0.03,391,2388,100.0,39.06,23.3443,,
59,112,0.0016,0.0004,100.0,518.67,642.1,1584.36,1401.97,14.62,21.61,554.45,2388.09,9058.32,1.3,47.15,522.52,2387.99,8132.86,8.4058,0.03,392,2388,100.0,38.92,23.2664,,
59,113,0.0001,0.0004,100.0,518.67,642.06,1579.63,1398.42,14.62,21.6,554.95,2388.04,9057.85,1.3,47.35,522.22,2388.02,8145.13,8.3801,0.03,390,2388,100.0,38.96,23.4604,,
59,114,-0.0054,0.0002,100.0,518.67,641.98,1589.52,1403.52,14.62,21.61,554.24,2388.06,9066.28,1.3,47.17,521.77,2388.0,8140.12,8.3951,0.03,392,2388,100.0,38.85,23.4966,,
59,115,0.004,0.0005,100.0,518.67,641.64,1585.52,1408.11,14.62,21.61,554.06,2388.03,9055.53,1.3,47.18,522.12,2388.02,8136.7,8.3935,0.03,391,2388,100.0,39.03,23.4566,,
59,116,0.0003,0.0005,100.0,518.67,641.91,1589.24,1402.23,14.62,21.6,554.81,2388.03,9058.52,1.3,47.15,522.17,2388.02,8140.56,8.4098,0.03,391,2388,100.0,38.84,23.3805,,
59,117,-0.0005,0.0,100.0,518.67,642.05,1586.52,1401.15,14.62,21.61,554.08,2388.06,9057.47,1.3,47.23,522.07,2388.1,8137.35,8.4488,0.03,391,2388,100.0,39.16,23.4362,,
59,118,0.0024,0.0001,100.0,518.67,642.22,1592.21,1404.82,14.62,21.61,554.47,2388.02,9059.66,1.3,47.17,521.68,2388.07,8136.95,8.4077,0.03,392,2388,100.0,38.88,23.4325,,
59,119,0.0015,0.0001,100.0,518.67,642.28,1583.23,1406.62,14.62,21.61,554.55,2388.03,9054.41,1.3,47.23,522.29,2388.02,8140.26,8.4208,0.03,392,2388,100.0,38.82,23.3247,,
59,120,-0.0013,-0.0002,100.0,518.67,641.7,1580.76,1401.0,14.62,21.61,553.9,2388.06,9056.86,1.3,47.27,521.92,2388.0,8135.15,8.456,0.03,391,2388,100.0,38.9,23.4283,,
59,121,-0.0023,0.0004,100.0,518.67,642.27,1578.56,1391.52,14.62,21.61,554.31,2387.97,9051.69,1.3,47.15,522.69,2388.02,8143.19,8.4401,0.03,391,2388,100.0,39.14,23.4506,,
59,122,0.0041,-0.0003,100.0,518.67,642.59,1577.06,1403.37,14.62,21.61,553.73,2388.02,9052.09,1.3,47.33,522.2,2388.04,8137.83,8.4119,0.03,394,2388,100.0,38.98,23.4442,,
